Cytokine,Cohort 1,Cohort 2,P-Value,Sex Counts Cohort 1,Sex Counts Cohort 2,Mean Cohort 1,Mean Cohort 2,P-Value Adjusted,Significant
EGF.P,PICFLU,FLU09,0.7304166455778147,{},"{'Female': 194, 'Male': 114}",1.0288796936000213,1.0549709679411021,1.0,False
EGF.P,PICFLU,,,{},{},1.0288796936000213,,,False
EGF.P,Nicaragua,Memphis,1.2483352596834412e-35,{},{},4.342945178152238e-11,0.5424749344858871,2.796270981690908e-32,True
EGF.P,Nicaragua,Hopkins,1.0405584682666672e-178,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,1.6463254062669788,2.3308509689173347e-175,True
EGF.P,Nicaragua,FLU09,5.69378406978217e-85,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,1.0549709679411021,1.275407631631206e-81,True
EGF.P,Nicaragua,,,{},{},4.342945178152238e-11,,,False
EGF.P,Memphis,Hopkins,1.3773172184140387e-73,{},"{'Female': 146, 'Male': 106}",0.5424749344858871,1.6463254062669788,3.085190569247447e-70,True
EGF.P,Memphis,FLU09,1.6354275618620375e-20,{},"{'Female': 194, 'Male': 114}",0.5424749344858871,1.0549709679411021,3.663357738570964e-17,True
EGF.P,Memphis,,,{},{},0.5424749344858871,,,False
EGF.P,Hopkins,FLU09,1.8473940115913407e-14,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",1.6463254062669788,1.0549709679411021,4.1381625859646034e-11,True
EGF.P,Hopkins,,,"{'Female': 146, 'Male': 106}",{},1.6463254062669788,,,False
EGF.P,FLU09,,,"{'Female': 194, 'Male': 114}",{},1.0549709679411021,,,False
Eotaxin.N,Taiwan,SHIVERS,9.576935164649761e-102,"{'Female': 112, 'Male': 80}",{},0.6199670040454033,4.342945178152237e-11,2.1452334768815464e-98,True
Eotaxin.N,Taiwan,PICFLU,0.19629332050765771,"{'Female': 112, 'Male': 80}",{},0.6199670040454033,0.7141721996858881,1.0,False
Eotaxin.N,Taiwan,Nicaragua,2.5035650382861186e-14,"{'Female': 112, 'Male': 80}",{},0.6199670040454033,0.25007257537670363,5.6079856857609055e-11,True
Eotaxin.N,Taiwan,Memphis,0.6089504395523027,"{'Female': 112, 'Male': 80}",{},0.6199670040454033,0.6403479023578506,1.0,False
Eotaxin.N,Taiwan,Hopkins,0.9151460967265065,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",0.6199670040454033,0.6169312095629886,1.0,False
Eotaxin.N,Taiwan,FLU09,1.5788188225982619e-21,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",0.6199670040454033,0.8957231159711283,3.536554162620107e-18,True
Eotaxin.N,Taiwan,,,"{'Female': 112, 'Male': 80}",{},0.6199670040454033,,,False
Eotaxin.N,SHIVERS,PICFLU,1.1222176137115264e-10,{},{},4.342945178152237e-11,0.7141721996858881,2.513767454713819e-07,True
Eotaxin.N,SHIVERS,Nicaragua,0.00033329854379512925,{},{},4.342945178152237e-11,0.25007257537670363,0.7465887381010895,False
Eotaxin.N,SHIVERS,Memphis,1.2429992538087735e-26,{},{},4.342945178152237e-11,0.6403479023578506,2.7843183285316523e-23,True
Eotaxin.N,SHIVERS,Hopkins,4.378888231786945e-42,{},"{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.6169312095629886,9.808709639202758e-39,True
Eotaxin.N,SHIVERS,FLU09,6.222783118638412e-76,{},"{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.8957231159711283,1.3939034185750043e-72,True
Eotaxin.N,SHIVERS,,,{},{},4.342945178152237e-11,,,False
Eotaxin.N,PICFLU,Nicaragua,5.743740607229827e-12,{},{},0.7141721996858881,0.25007257537670363,1.2865978960194812e-08,True
Eotaxin.N,PICFLU,Memphis,0.10410164602894927,{},{},0.7141721996858881,0.6403479023578506,1.0,False
Eotaxin.N,PICFLU,Hopkins,0.1497616489842371,{},"{'Female': 146, 'Male': 106}",0.7141721996858881,0.6169312095629886,1.0,False
Eotaxin.N,PICFLU,FLU09,0.0033770877175507584,{},"{'Female': 194, 'Male': 114}",0.7141721996858881,0.8957231159711283,1.0,False
Eotaxin.N,PICFLU,,,{},{},0.7141721996858881,,,False
Eotaxin.N,Nicaragua,Memphis,2.9444433646189323e-32,{},{},0.25007257537670363,0.6403479023578506,6.595553136746408e-29,True
Eotaxin.N,Nicaragua,Hopkins,1.028163717334197e-15,{},"{'Female': 146, 'Male': 106}",0.25007257537670363,0.6169312095629886,2.3030867268286012e-12,True
Eotaxin.N,Nicaragua,FLU09,2.749980651227981e-48,{},"{'Female': 194, 'Male': 114}",0.25007257537670363,0.8957231159711283,6.159956658750677e-45,True
Eotaxin.N,Nicaragua,,,{},{},0.25007257537670363,,,False
Eotaxin.N,Memphis,Hopkins,0.514203521649909,{},"{'Female': 146, 'Male': 106}",0.6403479023578506,0.6169312095629886,1.0,False
Eotaxin.N,Memphis,FLU09,9.37670735083722e-15,{},"{'Female': 194, 'Male': 114}",0.6403479023578506,0.8957231159711283,2.100382446587537e-11,True
Eotaxin.N,Memphis,,,{},{},0.6403479023578506,,,False
Eotaxin.N,Hopkins,FLU09,2.088058550870325e-18,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.6169312095629886,0.8957231159711283,4.677251153949528e-15,True
Eotaxin.N,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.6169312095629886,,,False
Eotaxin.N,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.8957231159711283,,,False
Eotaxin.P,Taiwan,SHIVERS,0.0030688872789457425,"{'Female': 112, 'Male': 80}",{},1.7658923789947345,1.9074767224007185,1.0,False
Eotaxin.P,Taiwan,PICFLU,1.656221933687753e-05,"{'Female': 112, 'Male': 80}",{},1.7658923789947345,1.5522894231723994,0.03709937131460567,True
Eotaxin.P,Taiwan,Nicaragua,0.0,"{'Female': 112, 'Male': 80}",{},1.7658923789947345,4.342945178152238e-11,0.0,True
Eotaxin.P,Taiwan,Memphis,5.593832136603185e-72,"{'Female': 112, 'Male': 80}",{},1.7658923789947345,0.5900349048898615,1.2530183985991133e-68,True
Eotaxin.P,Taiwan,Hopkins,0.04312804137926819,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",1.7658923789947345,1.6419405977775814,1.0,False
Eotaxin.P,Taiwan,FLU09,4.865681190002774e-19,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",1.7658923789947345,1.1417166458027468,1.0899125865606214e-15,True
Eotaxin.P,Taiwan,,,"{'Female': 112, 'Male': 80}",{},1.7658923789947345,,,False
Eotaxin.P,SHIVERS,PICFLU,2.5150348259652764e-08,{},{},1.9074767224007185,1.5522894231723994,5.633678010162219e-05,True
Eotaxin.P,SHIVERS,Nicaragua,0.0,{},{},1.9074767224007185,4.342945178152238e-11,0.0,True
Eotaxin.P,SHIVERS,Memphis,2.5663147181738493e-44,{},{},1.9074767224007185,0.5900349048898615,5.748544968709423e-41,True
Eotaxin.P,SHIVERS,Hopkins,0.0016158558353216907,{},"{'Female': 146, 'Male': 106}",1.9074767224007185,1.6419405977775814,1.0,False
Eotaxin.P,SHIVERS,FLU09,6.926612699789154e-15,{},"{'Female': 194, 'Male': 114}",1.9074767224007185,1.1417166458027468,1.5515612447527706e-11,True
Eotaxin.P,SHIVERS,,,{},{},1.9074767224007185,,,False
Eotaxin.P,PICFLU,Nicaragua,4.583930221753024e-242,{},{},1.5522894231723994,4.342945178152238e-11,1.0268003696726773e-238,True
Eotaxin.P,PICFLU,Memphis,1.8472919887826348e-55,{},{},1.5522894231723994,0.5900349048898615,4.137934054873102e-52,True
Eotaxin.P,PICFLU,Hopkins,0.15174725261770275,{},"{'Female': 146, 'Male': 106}",1.5522894231723994,1.6419405977775814,1.0,False
Eotaxin.P,PICFLU,FLU09,1.5443520103622356e-09,{},"{'Female': 194, 'Male': 114}",1.5522894231723994,1.1417166458027468,3.459348503211408e-06,True
Eotaxin.P,PICFLU,,,{},{},1.5522894231723994,,,False
Eotaxin.P,Nicaragua,Memphis,1.089397574496289e-41,{},{},4.342945178152238e-11,0.5900349048898615,2.4402505668716874e-38,True
Eotaxin.P,Nicaragua,Hopkins,2.904299169484423e-191,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,1.6419405977775814,6.505630139645107e-188,True
Eotaxin.P,Nicaragua,FLU09,6.188648179035764e-106,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,1.1417166458027468,1.386257192104011e-102,True
Eotaxin.P,Nicaragua,,,{},{},4.342945178152238e-11,,,False
Eotaxin.P,Memphis,Hopkins,8.27756342305815e-69,{},"{'Female': 146, 'Male': 106}",0.5900349048898615,1.6419405977775814,1.8541742067650256e-65,True
Eotaxin.P,Memphis,FLU09,4.177380818708193e-24,{},"{'Female': 194, 'Male': 114}",0.5900349048898615,1.1417166458027468,9.357333033906353e-21,True
Eotaxin.P,Memphis,,,{},{},0.5900349048898615,,,False
Eotaxin.P,Hopkins,FLU09,3.1514453009054643e-12,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",1.6419405977775814,1.1417166458027468,7.05923747402824e-09,True
Eotaxin.P,Hopkins,,,"{'Female': 146, 'Male': 106}",{},1.6419405977775814,,,False
Eotaxin.P,FLU09,,,"{'Female': 194, 'Male': 114}",{},1.1417166458027468,,,False
FGF-2.N,Taiwan,SHIVERS,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152237e-11,,False
FGF-2.N,Taiwan,PICFLU,3.9434418754132506e-22,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.7307312505157394,8.833309800925682e-19,True
FGF-2.N,Taiwan,Nicaragua,1.1632999468962965e-07,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.2623773769007326,0.0002605791881047704,True
FGF-2.N,Taiwan,Memphis,9.57783430688005e-56,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.7288006111390912,2.145434884741131e-52,True
FGF-2.N,Taiwan,Hopkins,2.970569125211283e-17,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.3999394376892601,6.654074840473273e-14,True
FGF-2.N,Taiwan,FLU09,2.056742665085268e-133,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",4.342945178152237e-11,1.0670786285376157,4.607103569791e-130,True
FGF-2.N,Taiwan,,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,,,False
FGF-2.N,SHIVERS,PICFLU,3.021308891637405e-11,{},{},4.342945178152237e-11,0.7307312505157394,6.767731917267787e-08,True
FGF-2.N,SHIVERS,Nicaragua,0.0003377411052324571,{},{},4.342945178152237e-11,0.2623773769007326,0.7565400757207039,False
FGF-2.N,SHIVERS,Memphis,3.6007625260508886e-27,{},{},4.342945178152237e-11,0.7288006111390912,8.06570805835399e-24,True
FGF-2.N,SHIVERS,Hopkins,7.781995306772523e-09,{},"{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.3999394376892601,1.743166948717045e-05,True
FGF-2.N,SHIVERS,FLU09,3.236694931568291e-75,{},"{'Female': 194, 'Male': 114}",4.342945178152237e-11,1.0670786285376157,7.250196646712972e-72,True
FGF-2.N,SHIVERS,,,{},{},4.342945178152237e-11,,,False
FGF-2.N,PICFLU,Nicaragua,8.174437934800129e-12,{},{},0.7307312505157394,0.2623773769007326,1.831074097395229e-08,True
FGF-2.N,PICFLU,Memphis,0.9686443392509135,{},{},0.7307312505157394,0.7288006111390912,1.0,False
FGF-2.N,PICFLU,Hopkins,1.3499684365114003e-05,{},"{'Female': 146, 'Male': 106}",0.7307312505157394,0.3999394376892601,0.030239292977855367,True
FGF-2.N,PICFLU,FLU09,1.5480824257769177e-07,{},"{'Female': 194, 'Male': 114}",0.7307312505157394,1.0670786285376157,0.00034677046337402956,True
FGF-2.N,PICFLU,,,{},{},0.7307312505157394,,,False
FGF-2.N,Nicaragua,Memphis,3.2148731366526276e-37,{},{},0.2623773769007326,0.7288006111390912,7.201315826101886e-34,True
FGF-2.N,Nicaragua,Hopkins,0.009706269452277197,{},"{'Female': 146, 'Male': 106}",0.2623773769007326,0.3999394376892601,1.0,False
FGF-2.N,Nicaragua,FLU09,5.486959958906126e-61,{},"{'Female': 194, 'Male': 114}",0.2623773769007326,1.0670786285376157,1.2290790307949723e-57,True
FGF-2.N,Nicaragua,,,{},{},0.2623773769007326,,,False
FGF-2.N,Memphis,Hopkins,1.3687669869558673e-14,{},"{'Female': 146, 'Male': 106}",0.7288006111390912,0.3999394376892601,3.0660380507811426e-11,True
FGF-2.N,Memphis,FLU09,1.623063294749799e-19,{},"{'Female': 194, 'Male': 114}",0.7288006111390912,1.0670786285376157,3.63566178023955e-16,True
FGF-2.N,Memphis,,,{},{},0.7288006111390912,,,False
FGF-2.N,Hopkins,FLU09,2.997447627306646e-42,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.3999394376892601,1.0670786285376157,6.714282685166886e-39,True
FGF-2.N,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.3999394376892601,,,False
FGF-2.N,FLU09,,,"{'Female': 194, 'Male': 114}",{},1.0670786285376157,,,False
FGF-2.P,Taiwan,SHIVERS,6.888479835927855e-155,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,1.1382579388806673,1.5430194832478396e-151,True
FGF-2.P,Taiwan,PICFLU,9.06055686667046e-72,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,1.3007152308832448,2.029564738134183e-68,True
FGF-2.P,Taiwan,Nicaragua,6.908268359556572e-38,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152238e-11,1.547452112540672e-34,True
FGF-2.P,Taiwan,Memphis,1.1829144612047895e-21,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.4891188615634614,2.6497283930987283e-18,True
FGF-2.P,Taiwan,Hopkins,4.79027790490405e-18,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.579416225795824,1.0730222506985073e-14,True
FGF-2.P,Taiwan,FLU09,1.9688554931535312e-54,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.9406011157588813,4.41023630466391e-51,True
FGF-2.P,Taiwan,,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,,,False
FGF-2.P,SHIVERS,PICFLU,0.07072232439464034,{},{},1.1382579388806673,1.3007152308832448,1.0,False
FGF-2.P,SHIVERS,Nicaragua,1.9246417029086724e-286,{},{},1.1382579388806673,4.342945178152238e-11,4.311197414515426e-283,True
FGF-2.P,SHIVERS,Memphis,1.6322378875197365e-17,{},{},1.1382579388806673,0.4891188615634614,3.6562128680442096e-14,True
FGF-2.P,SHIVERS,Hopkins,1.780156037748882e-08,{},"{'Female': 146, 'Male': 106}",1.1382579388806673,0.579416225795824,3.987549524557496e-05,True
FGF-2.P,SHIVERS,FLU09,0.014915270899552793,{},"{'Female': 194, 'Male': 114}",1.1382579388806673,0.9406011157588813,1.0,False
FGF-2.P,SHIVERS,,,{},{},1.1382579388806673,,,False
FGF-2.P,PICFLU,Nicaragua,1.9603743142883157e-132,{},{},1.3007152308832448,4.342945178152238e-11,4.3912384640058274e-129,True
FGF-2.P,PICFLU,Memphis,1.0334331107709353e-51,{},{},1.3007152308832448,0.4891188615634614,2.3148901681268953e-48,True
FGF-2.P,PICFLU,Hopkins,1.6773324146133049e-18,{},"{'Female': 146, 'Male': 106}",1.3007152308832448,0.579416225795824,3.757224608733803e-15,True
FGF-2.P,PICFLU,FLU09,1.7946653351949624e-07,{},"{'Female': 194, 'Male': 114}",1.3007152308832448,0.9406011157588813,0.0004020050350836716,True
FGF-2.P,PICFLU,,,{},{},1.3007152308832448,,,False
FGF-2.P,Nicaragua,Memphis,2.888869516868223e-42,{},{},4.342945178152238e-11,0.4891188615634614,6.47106771778482e-39,True
FGF-2.P,Nicaragua,Hopkins,1.0179296060425445e-34,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,0.579416225795824,2.2801623175352996e-31,True
FGF-2.P,Nicaragua,FLU09,9.015263396645365e-102,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,0.9406011157588813,2.019419000848562e-98,True
FGF-2.P,Nicaragua,,,{},{},4.342945178152238e-11,,,False
FGF-2.P,Memphis,Hopkins,0.0707370943753995,{},"{'Female': 146, 'Male': 106}",0.4891188615634614,0.579416225795824,1.0,False
FGF-2.P,Memphis,FLU09,1.23852716145049e-23,{},"{'Female': 194, 'Male': 114}",0.4891188615634614,0.9406011157588813,2.7743008416490976e-20,True
FGF-2.P,Memphis,,,{},{},0.4891188615634614,,,False
FGF-2.P,Hopkins,FLU09,2.1032744858665765e-07,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.579416225795824,0.9406011157588813,0.0004711334848341131,True
FGF-2.P,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.579416225795824,,,False
FGF-2.P,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.9406011157588813,,,False
FKN.N,Taiwan,SHIVERS,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152237e-11,,False
FKN.N,Taiwan,PICFLU,4.673665393559611e-27,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,1.0114351525567418,1.0469010481573528e-23,True
FKN.N,Taiwan,Nicaragua,6.908268359556572e-38,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152238e-11,1.547452112540672e-34,True
FKN.N,Taiwan,Memphis,2.8232794641097367e-41,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152236e-11,6.32414599960581e-38,True
FKN.N,Taiwan,Hopkins,1.3815320503380541e-17,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.5435192917003343,3.094631792757241e-14,True
FKN.N,Taiwan,FLU09,4.0130845623707735e-95,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",4.342945178152237e-11,1.3164345104274426,8.989309419710532e-92,True
FKN.N,Taiwan,,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,,,False
FKN.N,SHIVERS,PICFLU,1.028834143472901e-13,{},{},4.342945178152237e-11,1.0114351525567418,2.3045884813792981e-10,True
FKN.N,SHIVERS,Nicaragua,4.532239002070038e-19,{},{},4.342945178152237e-11,4.342945178152238e-11,1.0152215364636885e-15,True
FKN.N,SHIVERS,Memphis,3.981248033407815e-20,{},{},4.342945178152237e-11,4.342945178152236e-11,8.917995594833506e-17,True
FKN.N,SHIVERS,Hopkins,5.352716194152331e-09,{},"{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.5435192917003343,1.1990084274901221e-05,True
FKN.N,SHIVERS,FLU09,2.7747539710652326e-51,{},"{'Female': 194, 'Male': 114}",4.342945178152237e-11,1.3164345104274426,6.215448895186121e-48,True
FKN.N,SHIVERS,,,{},{},4.342945178152237e-11,,,False
FKN.N,PICFLU,Nicaragua,4.9424605699912614e-52,{},{},1.0114351525567418,4.342945178152238e-11,1.1071111676780426e-48,True
FKN.N,PICFLU,Memphis,1.840339800678792e-170,{},{},1.0114351525567418,4.342945178152236e-11,4.122361153520494e-167,True
FKN.N,PICFLU,Hopkins,1.1853868990568435e-06,{},"{'Female': 146, 'Male': 106}",1.0114351525567418,0.5435192917003343,0.002655266653887329,True
FKN.N,PICFLU,FLU09,0.0002819781284557579,{},"{'Female': 194, 'Male': 114}",1.0114351525567418,1.3164345104274426,0.6316310077408978,False
FKN.N,PICFLU,,,{},{},1.0114351525567418,,,False
FKN.N,Nicaragua,Memphis,7.4738438592408245e-261,{},{},4.342945178152238e-11,4.342945178152236e-11,1.6741410244699446e-257,True
FKN.N,Nicaragua,Hopkins,7.973689816643066e-34,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,0.5435192917003343,1.7861065189280467e-30,True
FKN.N,Nicaragua,FLU09,1.2416215758251275e-170,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,1.3164345104274426,2.7812323298482857e-167,True
FKN.N,Nicaragua,,,{},{},4.342945178152238e-11,,,False
FKN.N,Memphis,Hopkins,4.203596821593448e-111,{},"{'Female': 146, 'Male': 106}",4.342945178152236e-11,0.5435192917003343,9.416056880369323e-108,True
FKN.N,Memphis,FLU09,0.0,{},"{'Female': 194, 'Male': 114}",4.342945178152236e-11,1.3164345104274426,0.0,True
FKN.N,Memphis,,,{},{},4.342945178152236e-11,,,False
FKN.N,Hopkins,FLU09,5.211380769943808e-29,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.5435192917003343,1.3164345104274426,1.167349292467413e-25,True
FKN.N,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.5435192917003343,,,False
FKN.N,FLU09,,,"{'Female': 194, 'Male': 114}",{},1.3164345104274426,,,False
FKN.P,Taiwan,SHIVERS,1.6651993108172668e-162,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,1.4300169496558974,3.730046456230678e-159,True
FKN.P,Taiwan,PICFLU,1.885458604591619e-120,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,1.6166060951536319,4.2234272742852265e-117,True
FKN.P,Taiwan,Nicaragua,6.908268359556572e-38,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152238e-11,1.547452112540672e-34,True
FKN.P,Taiwan,Memphis,2.8232794641097367e-41,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152236e-11,6.32414599960581e-38,True
FKN.P,Taiwan,Hopkins,3.145144146722451e-17,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.5502887577139288,7.04512288865829e-14,True
FKN.P,Taiwan,FLU09,1.3251396395664414e-46,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",4.342945178152237e-11,1.0002425775437778,2.9683127926288287e-43,True
FKN.P,Taiwan,,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,,,False
FKN.P,SHIVERS,PICFLU,0.012830222397797552,{},{},1.4300169496558974,1.6166060951536319,1.0,False
FKN.P,SHIVERS,Nicaragua,6.555551132369938e-300,{},{},1.4300169496558974,4.342945178152238e-11,1.468443453650866e-296,True
FKN.P,SHIVERS,Memphis,0.0,{},{},1.4300169496558974,4.342945178152236e-11,0.0,True
FKN.P,SHIVERS,Hopkins,2.8466056899477315e-18,{},"{'Female': 146, 'Male': 106}",1.4300169496558974,0.5502887577139288,6.376396745482918e-15,True
FKN.P,SHIVERS,FLU09,8.020636533371647e-06,{},"{'Female': 194, 'Male': 114}",1.4300169496558974,1.0002425775437778,0.017966225834752488,True
FKN.P,SHIVERS,,,{},{},1.4300169496558974,,,False
FKN.P,PICFLU,Nicaragua,1.5007329430083716e-213,{},{},1.6166060951536319,4.342945178152238e-11,3.361641792338753e-210,True
FKN.P,PICFLU,Memphis,0.0,{},{},1.6166060951536319,4.342945178152236e-11,0.0,True
FKN.P,PICFLU,Hopkins,2.987698147842457e-41,{},"{'Female': 146, 'Male': 106}",1.6166060951536319,0.5502887577139288,6.692443851167104e-38,True
FKN.P,PICFLU,FLU09,1.2575479642752769e-17,{},"{'Female': 194, 'Male': 114}",1.6166060951536319,1.0002425775437778,2.8169074399766205e-14,True
FKN.P,PICFLU,,,{},{},1.6166060951536319,,,False
FKN.P,Nicaragua,Memphis,7.4738438592408245e-261,{},{},4.342945178152238e-11,4.342945178152236e-11,1.6741410244699446e-257,True
FKN.P,Nicaragua,Hopkins,3.9521764886506195e-33,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,0.5502887577139288,8.852875334577388e-30,True
FKN.P,Nicaragua,FLU09,7.11470618802103e-88,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,1.0002425775437778,1.5936941861167108e-84,True
FKN.P,Nicaragua,,,{},{},4.342945178152238e-11,,,False
FKN.P,Memphis,Hopkins,8.006015474682997e-109,{},"{'Female': 146, 'Male': 106}",4.342945178152236e-11,0.5502887577139288,1.7933474663289912e-105,True
FKN.P,Memphis,FLU09,4.4938617802171093e-278,{},"{'Female': 194, 'Male': 114}",4.342945178152236e-11,1.0002425775437778,1.0066250387686325e-274,True
FKN.P,Memphis,,,{},{},4.342945178152236e-11,,,False
FKN.P,Hopkins,FLU09,1.901881784397198e-09,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.5502887577139288,1.0002425775437778,4.260215197049724e-06,True
FKN.P,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.5502887577139288,,,False
FKN.P,FLU09,,,"{'Female': 194, 'Male': 114}",{},1.0002425775437778,,,False
FLT3L.N,Taiwan,SHIVERS,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152237e-11,,False
FLT3L.N,Taiwan,PICFLU,1.74908349569395e-21,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.4208779104733611,3.917947030354448e-18,True
FLT3L.N,Taiwan,Nicaragua,6.908268359556572e-38,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152238e-11,1.547452112540672e-34,True
FLT3L.N,Taiwan,Memphis,2.8232794641097367e-41,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152236e-11,6.32414599960581e-38,True
FLT3L.N,Taiwan,Hopkins,3.1493449467898636e-17,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.20551016185215631,7.054532680809294e-14,True
FLT3L.N,Taiwan,FLU09,4.387958963903393e-156,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.7569869179696833,9.8290280791436e-153,True
FLT3L.N,Taiwan,,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,,,False
FLT3L.N,SHIVERS,PICFLU,6.329350605533839e-11,{},{},4.342945178152237e-11,0.4208779104733611,1.41777453563958e-07,True
FLT3L.N,SHIVERS,Nicaragua,4.532239002070038e-19,{},{},4.342945178152237e-11,4.342945178152238e-11,1.0152215364636885e-15,True
FLT3L.N,SHIVERS,Memphis,3.981248033407815e-20,{},{},4.342945178152237e-11,4.342945178152236e-11,8.917995594833506e-17,True
FLT3L.N,SHIVERS,Hopkins,8.007383423750868e-09,{},"{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.20551016185215631,1.7936538869201945e-05,True
FLT3L.N,SHIVERS,FLU09,3.7655819903436975e-90,{},"{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.7569869179696833,8.434903658369882e-87,True
FLT3L.N,SHIVERS,,,{},{},4.342945178152237e-11,,,False
FLT3L.N,PICFLU,Nicaragua,2.1662277475254772e-41,{},{},0.4208779104733611,4.342945178152238e-11,4.852350154457069e-38,True
FLT3L.N,PICFLU,Memphis,3.763018775656386e-136,{},{},0.4208779104733611,4.342945178152236e-11,8.429162057470304e-133,True
FLT3L.N,PICFLU,Hopkins,5.655264823015416e-07,{},"{'Female': 146, 'Male': 106}",0.4208779104733611,0.20551016185215631,0.001266779320355453,True
FLT3L.N,PICFLU,FLU09,5.132945503683838e-18,{},"{'Female': 194, 'Male': 114}",0.4208779104733611,0.7569869179696833,1.1497797928251796e-14,True
FLT3L.N,PICFLU,,,{},{},0.4208779104733611,,,False
FLT3L.N,Nicaragua,Memphis,7.4738438592408245e-261,{},{},4.342945178152238e-11,4.342945178152236e-11,1.6741410244699446e-257,True
FLT3L.N,Nicaragua,Hopkins,3.962459590154417e-33,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,0.20551016185215631,8.875909481945895e-30,True
