Cytokine,Cohort 1,Cohort 2,P-Value,Sex Counts Cohort 1,Sex Counts Cohort 2,Mean Cohort 1,Mean Cohort 2,P-Value Adjusted,Significant
IL3.N,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.4691159459436492,,,False
IL3.N,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.5934888056938111,,,False
IL3.P,Taiwan,SHIVERS,5.342163870366926e-38,"{'Female': 112, 'Male': 80}",{},0.34323235281292774,0.18697648123032024,1.1966447069621914e-34,True
IL3.P,Taiwan,PICFLU,4.424179276576692e-108,"{'Female': 112, 'Male': 80}",{},0.34323235281292774,0.06146044091433615,9.91016157953179e-105,True
IL3.P,Taiwan,Nicaragua,1.98e-319,"{'Female': 112, 'Male': 80}",{},0.34323235281292774,4.342945178152238e-11,4.43523916e-316,True
IL3.P,Taiwan,Memphis,4.140107319000358e-40,"{'Female': 112, 'Male': 80}",{},0.34323235281292774,0.131684034159658,9.273840394560802e-37,True
IL3.P,Taiwan,Hopkins,0.00020677559952699806,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",0.34323235281292774,0.2939657338926841,0.46317734294047563,False
IL3.P,Taiwan,FLU09,0.5424488403161457,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",0.34323235281292774,0.327670761152643,1.0,False
IL3.P,Taiwan,,,"{'Female': 112, 'Male': 80}",{},0.34323235281292774,,,False
IL3.P,SHIVERS,PICFLU,2.2349320112616945e-23,{},{},0.18697648123032024,0.06146044091433615,5.0062477052261957e-20,True
IL3.P,SHIVERS,Nicaragua,1.0295205891880394e-214,{},{},0.18697648123032024,4.342945178152238e-11,2.3061261197812084e-211,True
IL3.P,SHIVERS,Memphis,0.015772464543912332,{},{},0.18697648123032024,0.131684034159658,1.0,False
IL3.P,SHIVERS,Hopkins,1.2854920460645254e-08,{},"{'Female': 146, 'Male': 106}",0.18697648123032024,0.2939657338926841,2.8795021831845367e-05,True
IL3.P,SHIVERS,FLU09,0.00019754063113272018,{},"{'Female': 194, 'Male': 114}",0.18697648123032024,0.327670761152643,0.4424910137372932,False
IL3.P,SHIVERS,,,{},{},0.18697648123032024,,,False
IL3.P,PICFLU,Nicaragua,2.0589225113357594e-31,{},{},0.06146044091433615,4.342945178152238e-11,4.611986425392101e-28,True
IL3.P,PICFLU,Memphis,1.5277300011339052e-06,{},{},0.06146044091433615,0.131684034159658,0.003422115202539948,True
IL3.P,PICFLU,Hopkins,4.87027228861406e-56,{},"{'Female': 146, 'Male': 106}",0.06146044091433615,0.2939657338926841,1.0909409926495494e-52,True
IL3.P,PICFLU,FLU09,8.97460812915388e-26,{},"{'Female': 194, 'Male': 114}",0.06146044091433615,0.327670761152643,2.0103122209304692e-22,True
IL3.P,PICFLU,,,{},{},0.06146044091433615,,,False
IL3.P,Nicaragua,Memphis,8.962422020408006e-34,{},{},4.342945178152238e-11,0.131684034159658,2.0075825325713936e-30,True
IL3.P,Nicaragua,Hopkins,4.088985789511275e-153,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,0.2939657338926841,9.159328168505256e-150,True
IL3.P,Nicaragua,FLU09,1.5362269258989782e-64,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,0.327670761152643,3.4411483140137114e-61,True
IL3.P,Nicaragua,,,{},{},4.342945178152238e-11,,,False
IL3.P,Memphis,Hopkins,1.675108555629995e-29,{},"{'Female': 146, 'Male': 106}",0.131684034159658,0.2939657338926841,3.752243164611189e-26,True
IL3.P,Memphis,FLU09,3.102519595490145e-36,{},"{'Female': 194, 'Male': 114}",0.131684034159658,0.327670761152643,6.949643893897926e-33,True
IL3.P,Memphis,,,{},{},0.131684034159658,,,False
IL3.P,Hopkins,FLU09,0.15795408378878725,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.2939657338926841,0.327670761152643,1.0,False
IL3.P,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.2939657338926841,,,False
IL3.P,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.327670761152643,,,False
IL4.N,Taiwan,SHIVERS,8.976125034421606e-103,"{'Female': 112, 'Male': 80}",{},0.8030125108362797,4.342945178152237e-11,2.0106520077104397e-99,True
IL4.N,Taiwan,PICFLU,5.79982040261895e-17,"{'Female': 112, 'Male': 80}",{},0.8030125108362797,0.42080477310459224,1.299159770186645e-13,True
IL4.N,Taiwan,Nicaragua,2.5171069685148066e-82,"{'Female': 112, 'Male': 80}",{},0.8030125108362797,0.13282150022028713,5.638319609473167e-79,True
IL4.N,Taiwan,Memphis,1.7948706520725916e-21,"{'Female': 112, 'Male': 80}",{},0.8030125108362797,0.5137609832851517,4.020510260642605e-18,True
IL4.N,Taiwan,Hopkins,0.001684017747104042,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",0.8030125108362797,0.7025021980540445,1.0,False
IL4.N,Taiwan,FLU09,1.3919688151677032e-06,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",0.8030125108362797,0.6749545930172334,0.0031180101459756552,True
IL4.N,Taiwan,,,"{'Female': 112, 'Male': 80}",{},0.8030125108362797,,,False
IL4.N,SHIVERS,PICFLU,3.7105695877762e-11,{},{},4.342945178152237e-11,0.42080477310459224,8.311675876618688e-08,True
IL4.N,SHIVERS,Nicaragua,0.0012388859433248207,{},{},4.342945178152237e-11,0.13282150022028713,1.0,False
IL4.N,SHIVERS,Memphis,1.3448245883633874e-30,{},{},4.342945178152237e-11,0.5137609832851517,3.012407077933988e-27,True
IL4.N,SHIVERS,Hopkins,5.495636861494754e-45,{},"{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.7025021980540445,1.2310226569748248e-41,True
IL4.N,SHIVERS,FLU09,3.231873114596771e-60,{},"{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.6749545930172334,7.239395776696767e-57,True
IL4.N,SHIVERS,,,{},{},4.342945178152237e-11,,,False
IL4.N,PICFLU,Nicaragua,2.2115131010875272e-13,{},{},0.42080477310459224,0.13282150022028713,4.95378934643606e-10,True
IL4.N,PICFLU,Memphis,0.0030504895140962738,{},{},0.42080477310459224,0.5137609832851517,1.0,False
IL4.N,PICFLU,Hopkins,7.724196281562158e-10,{},"{'Female': 146, 'Male': 106}",0.42080477310459224,0.7025021980540445,1.7302199670699233e-06,True
IL4.N,PICFLU,FLU09,1.7520779965138013e-10,{},"{'Female': 194, 'Male': 114}",0.42080477310459224,0.6749545930172334,3.924654712190915e-07,True
IL4.N,PICFLU,,,{},{},0.42080477310459224,,,False
IL4.N,Nicaragua,Memphis,1.668845385575037e-58,{},{},0.13282150022028713,0.5137609832851517,3.738213663688083e-55,True
IL4.N,Nicaragua,Hopkins,2.07891315563541e-60,{},"{'Female': 146, 'Male': 106}",0.13282150022028713,0.7025021980540445,4.6567654686233187e-57,True
IL4.N,Nicaragua,FLU09,2.9355414868088116e-71,{},"{'Female': 194, 'Male': 114}",0.13282150022028713,0.6749545930172334,6.575612930451738e-68,True
IL4.N,Nicaragua,,,{},{},0.13282150022028713,,,False
IL4.N,Memphis,Hopkins,1.4772966680294695e-11,{},"{'Female': 146, 'Male': 106}",0.5137609832851517,0.7025021980540445,3.3091445363860116e-08,True
IL4.N,Memphis,FLU09,9.386629370487894e-11,{},"{'Female': 194, 'Male': 114}",0.5137609832851517,0.6749545930172334,2.1026049789892884e-07,True
IL4.N,Memphis,,,{},{},0.5137609832851517,,,False
IL4.N,Hopkins,FLU09,0.3649728570710191,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.7025021980540445,0.6749545930172334,1.0,False
IL4.N,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.7025021980540445,,,False
IL4.N,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.6749545930172334,,,False
IL4.P,Taiwan,SHIVERS,6.747312169123133e-17,"{'Female': 112, 'Male': 80}",{},1.1303661149782922,0.6472193523409168,1.511397925883582e-13,True
IL4.P,Taiwan,PICFLU,4.2676275471239187e-16,"{'Female': 112, 'Male': 80}",{},1.1303661149782922,0.7894309018578494,9.559485705557579e-13,True
IL4.P,Taiwan,Nicaragua,1.9565914638568843e-201,"{'Female': 112, 'Male': 80}",{},1.1303661149782922,4.342945178152238e-11,4.3827648790394205e-198,True
IL4.P,Taiwan,Memphis,1.2977025789573882e-212,"{'Female': 112, 'Male': 80}",{},1.1303661149782922,0.17746120560290143,2.90685377686455e-209,True
IL4.P,Taiwan,Hopkins,0.7457397588282952,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",1.1303661149782922,1.148224040671646,1.0,False
IL4.P,Taiwan,FLU09,8.169808435066561e-52,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",1.1303661149782922,0.4197902160287766,1.8300370894549097e-48,True
IL4.P,Taiwan,,,"{'Female': 112, 'Male': 80}",{},1.1303661149782922,,,False
IL4.P,SHIVERS,PICFLU,0.00028845102364174964,{},{},0.6472193523409168,0.7894309018578494,0.6461302929575192,False
IL4.P,SHIVERS,Nicaragua,4.14278753989744e-215,{},{},0.6472193523409168,4.342945178152238e-11,9.279844089370266e-212,True
IL4.P,SHIVERS,Memphis,4.2496556083418295e-40,{},{},0.6472193523409168,0.17746120560290143,9.519228562685699e-37,True
IL4.P,SHIVERS,Hopkins,4.640596002443789e-12,{},"{'Female': 146, 'Male': 106}",0.6472193523409168,1.148224040671646,1.0394935045474088e-08,True
IL4.P,SHIVERS,FLU09,3.544733956155788e-06,{},"{'Female': 194, 'Male': 114}",0.6472193523409168,0.4197902160287766,0.007940204061788966,True
IL4.P,SHIVERS,,,{},{},0.6472193523409168,,,False
IL4.P,PICFLU,Nicaragua,6.971456885103149e-209,{},{},0.7894309018578494,4.342945178152238e-11,1.5616063422631054e-205,True
IL4.P,PICFLU,Memphis,6.564888676918935e-130,{},{},0.7894309018578494,0.17746120560290143,1.4705350636298414e-126,True
IL4.P,PICFLU,Hopkins,2.6088703098292387e-13,{},"{'Female': 146, 'Male': 106}",0.7894309018578494,1.148224040671646,5.843869494017494e-10,True
IL4.P,PICFLU,FLU09,4.7251923228239945e-24,{},"{'Female': 194, 'Male': 114}",0.7894309018578494,0.4197902160287766,1.0584430803125747e-20,True
IL4.P,PICFLU,,,{},{},0.7894309018578494,,,False
IL4.P,Nicaragua,Memphis,2.5758534797169226e-28,{},{},4.342945178152238e-11,0.17746120560290143,5.769911794565906e-25,True
IL4.P,Nicaragua,Hopkins,4.8006599468484404e-157,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,1.148224040671646,1.0753478280940507e-153,True
IL4.P,Nicaragua,FLU09,3.937623814444719e-67,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,0.4197902160287766,8.82027734435617e-64,True
IL4.P,Nicaragua,,,{},{},4.342945178152238e-11,,,False
IL4.P,Memphis,Hopkins,1.020485984909902e-220,{},"{'Female': 146, 'Male': 106}",0.17746120560290143,1.148224040671646,2.2858886061981805e-217,True
IL4.P,Memphis,FLU09,8.598934533653354e-29,{},"{'Female': 194, 'Male': 114}",0.17746120560290143,0.4197902160287766,1.9261613355383512e-25,True
IL4.P,Memphis,,,{},{},0.17746120560290143,,,False
IL4.P,Hopkins,FLU09,6.878424547722688e-48,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",1.148224040671646,0.4197902160287766,1.540767098689882e-44,True
IL4.P,Hopkins,,,"{'Female': 146, 'Male': 106}",{},1.148224040671646,,,False
IL4.P,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.4197902160287766,,,False
IL5.N,Taiwan,SHIVERS,0.0,"{'Female': 112, 'Male': 80}",{},0.46686762035410934,4.342945178152237e-11,0.0,True
IL5.N,Taiwan,PICFLU,0.00023712048166547764,"{'Female': 112, 'Male': 80}",{},0.46686762035410934,0.3044946434242746,0.5311498789306699,False
IL5.N,Taiwan,Nicaragua,3.575354112299188e-142,"{'Female': 112, 'Male': 80}",{},0.46686762035410934,0.062472181507643734,8.008793211550181e-139,True
IL5.N,Taiwan,Memphis,0.07235056146685319,"{'Female': 112, 'Male': 80}",{},0.46686762035410934,0.4251845780235991,1.0,False
IL5.N,Taiwan,Hopkins,4.250507677224877e-06,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",0.46686762035410934,0.405354266974319,0.009521137196983725,True
IL5.N,Taiwan,FLU09,1.0456423039021232e-09,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",0.46686762035410934,0.3709669289294454,2.342238760740756e-06,True
IL5.N,Taiwan,,,"{'Female': 112, 'Male': 80}",{},0.46686762035410934,,,False
IL5.N,SHIVERS,PICFLU,4.364570196113852e-06,{},{},4.342945178152237e-11,0.3044946434242746,0.009776637239295028,True
IL5.N,SHIVERS,Nicaragua,0.0004102264683368406,{},{},4.342945178152237e-11,0.062472181507643734,0.9189072890745229,False
IL5.N,SHIVERS,Memphis,2.036145937143541e-33,{},{},4.342945178152237e-11,0.4251845780235991,4.560966899201532e-30,True
IL5.N,SHIVERS,Hopkins,8.919953941994287e-62,{},"{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.405354266974319,1.9980696830067203e-58,True
IL5.N,SHIVERS,FLU09,1.5438448324734113e-45,{},"{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.3709669289294454,3.458212424740441e-42,True
IL5.N,SHIVERS,,,{},{},4.342945178152237e-11,,,False
IL5.N,PICFLU,Nicaragua,2.279854271643391e-13,{},{},0.3044946434242746,0.062472181507643734,5.106873568481195e-10,True
IL5.N,PICFLU,Memphis,8.059602883864098e-06,{},{},0.3044946434242746,0.4251845780235991,0.01805351045985558,True
IL5.N,PICFLU,Hopkins,0.012314967521730282,{},"{'Female': 146, 'Male': 106}",0.3044946434242746,0.405354266974319,1.0,False
IL5.N,PICFLU,FLU09,0.07623637032859015,{},"{'Female': 194, 'Male': 114}",0.3044946434242746,0.3709669289294454,1.0,False
IL5.N,PICFLU,,,{},{},0.3044946434242746,,,False
IL5.N,Nicaragua,Memphis,1.4857742295277365e-93,{},{},0.062472181507643734,0.4251845780235991,3.32813427414213e-90,True
IL5.N,Nicaragua,Hopkins,2.1880134938917425e-96,{},"{'Female': 146, 'Male': 106}",0.062472181507643734,0.405354266974319,4.901150226317503e-93,True
IL5.N,Nicaragua,FLU09,1.1799335042243942e-80,{},"{'Female': 194, 'Male': 114}",0.062472181507643734,0.3709669289294454,2.643051049462643e-77,True
IL5.N,Nicaragua,,,{},{},0.062472181507643734,,,False
IL5.N,Memphis,Hopkins,0.34076791029553566,{},"{'Female': 146, 'Male': 106}",0.4251845780235991,0.405354266974319,1.0,False
IL5.N,Memphis,FLU09,0.004716357211557937,{},"{'Female': 194, 'Male': 114}",0.4251845780235991,0.3709669289294454,1.0,False
IL5.N,Memphis,,,{},{},0.4251845780235991,,,False
IL5.N,Hopkins,FLU09,0.043796967090839634,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.405354266974319,0.3709669289294454,1.0,False
IL5.N,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.405354266974319,,,False
IL5.N,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.3709669289294454,,,False
IL5.P,Taiwan,SHIVERS,3.2909865592067077e-50,"{'Female': 112, 'Male': 80}",{},0.49311361010114524,0.1573497225567161,7.371809892623026e-47,True
IL5.P,Taiwan,PICFLU,0.00015143934201440991,"{'Female': 112, 'Male': 80}",{},0.49311361010114524,0.34826793270563966,0.3392241261122782,False
IL5.P,Taiwan,Nicaragua,2.71644049339871e-282,"{'Female': 112, 'Male': 80}",{},0.49311361010114524,4.342945178152238e-11,6.084826705213111e-279,True
IL5.P,Taiwan,Memphis,2.6352848826882846e-65,"{'Female': 112, 'Male': 80}",{},0.49311361010114524,0.15977080734104981,5.903038137221757e-62,True
IL5.P,Taiwan,Hopkins,0.005753856590787868,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",0.49311361010114524,0.43528404464507026,1.0,False
IL5.P,Taiwan,FLU09,5.053096104208053e-15,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",0.49311361010114524,0.2877711850883422,1.1318935273426038e-11,True
IL5.P,Taiwan,,,"{'Female': 112, 'Male': 80}",{},0.49311361010114524,,,False
IL5.P,SHIVERS,PICFLU,0.000613499494339454,{},{},0.1573497225567161,0.34826793270563966,1.0,False
IL5.P,SHIVERS,Nicaragua,1.3022879816936498e-83,{},{},0.1573497225567161,4.342945178152238e-11,2.9171250789937753e-80,True
IL5.P,SHIVERS,Memphis,0.9294482988924102,{},{},0.1573497225567161,0.15977080734104981,1.0,False
IL5.P,SHIVERS,Hopkins,2.728216446074144e-19,{},"{'Female': 146, 'Male': 106}",0.1573497225567161,0.43528404464507026,6.111204839206083e-16,True
IL5.P,SHIVERS,FLU09,0.0004030633578983732,{},"{'Female': 194, 'Male': 114}",0.1573497225567161,0.2877711850883422,0.902861921692356,False
IL5.P,SHIVERS,,,{},{},0.1573497225567161,,,False
IL5.P,PICFLU,Nicaragua,1.315903840854775e-37,{},{},0.34826793270563966,4.342945178152238e-11,2.947624603514696e-34,True
IL5.P,PICFLU,Memphis,8.895985554432017e-18,{},{},0.34826793270563966,0.15977080734104981,1.9927007641927716e-14,True
IL5.P,PICFLU,Hopkins,0.017266495363052452,{},"{'Female': 146, 'Male': 106}",0.34826793270563966,0.43528404464507026,1.0,False
IL5.P,PICFLU,FLU09,0.09869094961833531,{},"{'Female': 194, 'Male': 114}",0.34826793270563966,0.2877711850883422,1.0,False
IL5.P,PICFLU,,,{},{},0.34826793270563966,,,False
IL5.P,Nicaragua,Memphis,4.6677167124185347e-35,{},{},4.342945178152238e-11,0.15977080734104981,1.0455685435817517e-31,True
IL5.P,Nicaragua,Hopkins,1.647417629353176e-143,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,0.43528404464507026,3.690215489751114e-140,True
IL5.P,Nicaragua,FLU09,6.739698414774102e-56,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,0.2877711850883422,1.509692444909399e-52,True
IL5.P,Nicaragua,,,{},{},4.342945178152238e-11,,,False
IL5.P,Memphis,Hopkins,6.498623635546383e-53,{},"{'Female': 146, 'Male': 106}",0.15977080734104981,0.43528404464507026,1.4556916943623898e-49,True
IL5.P,Memphis,FLU09,6.155638842724897e-14,{},"{'Female': 194, 'Male': 114}",0.15977080734104981,0.2877711850883422,1.3788631007703769e-10,True
IL5.P,Memphis,,,{},{},0.15977080734104981,,,False
IL5.P,Hopkins,FLU09,1.539394078612229e-08,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.43528404464507026,0.2877711850883422,3.448242736091393e-05,True
IL5.P,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.43528404464507026,,,False
IL5.P,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.2877711850883422,,,False
IL6.N,Taiwan,SHIVERS,5.735321651963672e-45,"{'Female': 112, 'Male': 80}",{},0.9115667020444492,4.342945178152237e-11,1.2847120500398626e-41,True
IL6.N,Taiwan,PICFLU,0.017186290643397363,"{'Female': 112, 'Male': 80}",{},0.9115667020444492,1.1893983598441957,1.0,False
IL6.N,Taiwan,Nicaragua,5.718516276553219e-112,"{'Female': 112, 'Male': 80}",{},0.9115667020444492,0.0780388119362843,1.2809476459479211e-108,True
IL6.N,Taiwan,Memphis,1.2366025524981227e-05,"{'Female': 112, 'Male': 80}",{},0.9115667020444492,0.6766782510408135,0.02769989717595795,True
IL6.N,Taiwan,Hopkins,0.00042123371460333784,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",0.9115667020444492,0.7282809316675529,0.9435635207114768,False
IL6.N,Taiwan,FLU09,0.8377870312275703,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",0.9115667020444492,0.9253716467860774,1.0,False
IL6.N,Taiwan,,,"{'Female': 112, 'Male': 80}",{},0.9115667020444492,,,False
IL6.N,SHIVERS,PICFLU,4.82312290119934e-12,{},{},4.342945178152237e-11,1.1893983598441957,1.0803795298686521e-08,True
IL6.N,SHIVERS,Nicaragua,0.0008323420350120373,{},{},4.342945178152237e-11,0.0780388119362843,1.0,False
IL6.N,SHIVERS,Memphis,4.550237944473428e-18,{},{},4.342945178152237e-11,0.6766782510408135,1.019253299562048e-14,True
IL6.N,SHIVERS,Hopkins,8.874888988233459e-28,{},"{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.7282809316675529,1.9879751333642947e-24,True
IL6.N,SHIVERS,FLU09,8.761890205392126e-22,{},"{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.9253716467860774,1.962663406007836e-18,True
IL6.N,SHIVERS,,,{},{},4.342945178152237e-11,,,False
IL6.N,PICFLU,Nicaragua,1.1136643741867736e-39,{},{},1.1893983598441957,0.0780388119362843,2.494608198178373e-36,True
IL6.N,PICFLU,Memphis,1.1286454654562303e-15,{},{},1.1893983598441957,0.6766782510408135,2.528165842621956e-12,True
IL6.N,PICFLU,Hopkins,1.2053922519520877e-05,{},"{'Female': 146, 'Male': 106}",1.1893983598441957,0.7282809316675529,0.027000786443726766,True
IL6.N,PICFLU,FLU09,0.011889166092858837,{},"{'Female': 194, 'Male': 114}",1.1893983598441957,0.9253716467860774,1.0,False
IL6.N,PICFLU,,,{},{},1.1893983598441957,,,False
IL6.N,Nicaragua,Memphis,1.3930417302975322e-56,{},{},0.0780388119362843,0.6766782510408135,3.120413475866472e-53,True
IL6.N,Nicaragua,Hopkins,2.6276671365387298e-73,{},"{'Female': 146, 'Male': 106}",0.0780388119362843,0.7282809316675529,5.885974385846754e-70,True
IL6.N,Nicaragua,FLU09,2.0045725309158e-66,{},"{'Female': 194, 'Male': 114}",0.0780388119362843,0.9253716467860774,4.4902424692513924e-63,True
IL6.N,Nicaragua,,,{},{},0.0780388119362843,,,False
IL6.N,Memphis,Hopkins,0.27990347263826987,{},"{'Female': 146, 'Male': 106}",0.6766782510408135,0.7282809316675529,1.0,False
IL6.N,Memphis,FLU09,1.17471830820024e-07,{},"{'Female': 194, 'Male': 114}",0.6766782510408135,0.9253716467860774,0.00026313690103685377,True
IL6.N,Memphis,,,{},{},0.6766782510408135,,,False
IL6.N,Hopkins,FLU09,0.0016550930982097414,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.7282809316675529,0.9253716467860774,1.0,False
IL6.N,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.7282809316675529,,,False
IL6.N,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.9253716467860774,,,False
IL6.P,Taiwan,SHIVERS,3.974726383913706e-15,"{'Female': 112, 'Male': 80}",{},0.9437572008375786,0.46104136493019854,8.903387099966701e-12,True
IL6.P,Taiwan,PICFLU,9.805452724825532e-06,"{'Female': 112, 'Male': 80}",{},0.9437572008375786,1.2927522549268857,0.021964214103609193,True
IL6.P,Taiwan,Nicaragua,1.8933452776056175e-171,"{'Female': 112, 'Male': 80}",{},0.9437572008375786,4.342945178152238e-11,4.241093421836584e-168,True
IL6.P,Taiwan,Memphis,1.1810693430017163e-51,"{'Female': 112, 'Male': 80}",{},0.9437572008375786,0.3061203298457213,2.6455953283238445e-48,True
IL6.P,Taiwan,Hopkins,0.061194811350522176,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",0.9437572008375786,0.8453634300349869,1.0,False
IL6.P,Taiwan,FLU09,1.6734405836566069e-15,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",0.9437572008375786,0.5331793781726664,3.7485069073908e-12,True
IL6.P,Taiwan,,,"{'Female': 112, 'Male': 80}",{},0.9437572008375786,,,False
IL6.P,SHIVERS,PICFLU,3.5854302746195646e-13,{},{},0.46104136493019854,1.2927522549268857,8.031363815147824e-10,True
IL6.P,SHIVERS,Nicaragua,1.5869362700889538e-79,{},{},0.46104136493019854,4.342945178152238e-11,3.554737244999257e-76,True
IL6.P,SHIVERS,Memphis,0.008180786799614452,{},{},0.46104136493019854,0.3061203298457213,1.0,False
IL6.P,SHIVERS,Hopkins,5.7279073372683306e-08,{},"{'Female': 146, 'Male': 106}",0.46104136493019854,0.8453634300349869,0.0001283051243548106,True
IL6.P,SHIVERS,FLU09,0.28032640424704774,{},"{'Female': 194, 'Male': 114}",0.46104136493019854,0.5331793781726664,1.0,False
IL6.P,SHIVERS,,,{},{},0.46104136493019854,,,False
IL6.P,PICFLU,Nicaragua,4.2321711533813424e-102,{},{},1.2927522549268857,4.342945178152238e-11,9.480063383574207e-99,True
IL6.P,PICFLU,Memphis,5.592214381448645e-95,{},{},1.2927522549268857,0.3061203298457213,1.2526560214444964e-91,True
IL6.P,PICFLU,Hopkins,3.3022587738679915e-09,{},"{'Female': 146, 'Male': 106}",1.2927522549268857,0.8453634300349869,7.397059653464301e-06,True
IL6.P,PICFLU,FLU09,9.752408782113012e-26,{},"{'Female': 194, 'Male': 114}",1.2927522549268857,0.5331793781726664,2.184539567193315e-22,True
IL6.P,PICFLU,,,{},{},1.2927522549268857,,,False
IL6.P,Nicaragua,Memphis,4.131126277644915e-29,{},{},4.342945178152238e-11,0.3061203298457213,9.253722861924609e-26,True
IL6.P,Nicaragua,Hopkins,1.8286845475375964e-114,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,0.8453634300349869,4.096253386484216e-111,True
IL6.P,Nicaragua,FLU09,3.8062819643734864e-61,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,0.5331793781726664,8.52607160019661e-58,True
IL6.P,Nicaragua,,,{},{},4.342945178152238e-11,,,False
IL6.P,Memphis,Hopkins,1.496795896539871e-44,{},"{'Female': 146, 'Male': 106}",0.3061203298457213,0.8453634300349869,3.352822808249311e-41,True
IL6.P,Memphis,FLU09,4.7199349503305244e-11,{},"{'Female': 194, 'Male': 114}",0.3061203298457213,0.5331793781726664,1.0572654288740375e-07,True
IL6.P,Memphis,,,{},{},0.3061203298457213,,,False
IL6.P,Hopkins,FLU09,1.0202682179697379e-09,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.8453634300349869,0.5331793781726664,2.2854008082522127e-06,True
IL6.P,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.8453634300349869,,,False
IL6.P,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.5331793781726664,,,False
IL7.N,Taiwan,SHIVERS,1.0067035381711664e-143,"{'Female': 112, 'Male': 80}",{},0.590182950340155,4.342945178152237e-11,2.2550159255034126e-140,True
IL7.N,Taiwan,PICFLU,1.6922098789690379e-21,"{'Female': 112, 'Male': 80}",{},0.590182950340155,0.2927763353658979,3.790550128890645e-18,True
IL7.N,Taiwan,Nicaragua,9.180209559689152e-125,"{'Female': 112, 'Male': 80}",{},0.590182950340155,0.08169626864186799,2.05636694137037e-121,True
IL7.N,Taiwan,Memphis,0.0008173898324340297,"{'Female': 112, 'Male': 80}",{},0.590182950340155,0.49323067276305577,1.0,False
IL7.N,Taiwan,Hopkins,8.541872707798731e-05,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",0.590182950340155,0.5130421662531259,0.19133794865469156,False
IL7.N,Taiwan,FLU09,0.7342136981003861,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",0.590182950340155,0.5804655228601303,1.0,False
IL7.N,Taiwan,,,"{'Female': 112, 'Male': 80}",{},0.590182950340155,,,False
IL7.N,SHIVERS,PICFLU,3.359347039106089e-11,{},{},4.342945178152237e-11,0.2927763353658979,7.52493736759764e-08,True
IL7.N,SHIVERS,Nicaragua,0.0004759446167860841,{},{},4.342945178152237e-11,0.08169626864186799,1.0,False
